time,mass_concentration_of_chlorophyll_in_sea_water_ctd,mass_concentration_of_chlorophyll_in_sea_water_ctd_qc_agg,z
UTC,microg.L-1,,m
2021-10-17T21:34:05Z,0.39,1,0
2021-10-17T21:34:12Z,NaN,2,0
2021-10-17T21:38:05Z,0.36,1,0
2021-10-17T21:38:12Z,NaN,2,0
2021-10-17T21:42:05Z,0.35,1,0
2021-10-17T21:42:12Z,NaN,2,0
2021-10-17T21:46:05Z,0.36,1,0
2021-10-17T21:46:12Z,NaN,2,0
2021-10-17T21:50:05Z,0.34,1,0
2021-10-17T21:50:12Z,NaN,2,0
2021-10-17T21:54:05Z,0.32,1,0
2021-10-17T21:54:12Z,NaN,2,0
2021-10-17T21:58:05Z,0.35,1,0
2021-10-17T21:58:12Z,NaN,2,0
2021-10-17T22:02:05Z,0.35,1,0
2021-10-17T22:02:12Z,NaN,2,0
2021-10-17T22:06:05Z,0.33,1,0
2021-10-17T22:06:12Z,NaN,2,0
2021-10-17T22:10:05Z,0.32,1,0
2021-10-17T22:10:12Z,NaN,2,0
2021-10-17T22:14:05Z,0.33,1,0
2021-10-17T22:14:12Z,NaN,2,0
2021-10-17T22:18:05Z,0.34,1,0
2021-10-17T22:18:12Z,NaN,2,0
2021-10-17T22:22:05Z,0.33,1,0
2021-10-17T22:22:12Z,NaN,2,0
2021-10-17T22:26:05Z,0.34,1,0
2021-10-17T22:26:12Z,NaN,2,0
2021-10-17T22:30:05Z,0.36,1,0
2021-10-17T22:30:12Z,NaN,2,0
2021-10-17T22:34:05Z,0.39,1,0
2021-10-17T22:34:12Z,NaN,2,0
2021-10-17T22:38:05Z,0.33,1,0
2021-10-17T22:38:12Z,NaN,2,0
2021-10-17T22:42:05Z,0.34,1,0
2021-10-17T22:42:12Z,NaN,2,0
2021-10-17T22:46:05Z,0.38,1,0
2021-10-17T22:46:12Z,NaN,2,0
2021-10-17T22:50:05Z,0.4,1,0
2021-10-17T22:50:12Z,NaN,2,0
2021-10-17T22:54:05Z,0.43,1,0
2021-10-17T22:54:12Z,NaN,2,0
2021-10-17T22:58:05Z,0.44,1,0
2021-10-17T22:58:12Z,NaN,2,0
2021-10-17T23:02:05Z,0.41,1,0
2021-10-17T23:02:12Z,NaN,2,0
2021-10-17T23:06:05Z,0.47,1,0
2021-10-17T23:06:12Z,NaN,2,0
2021-10-17T23:10:05Z,0.47,1,0
2021-10-17T23:10:12Z,NaN,2,0
2021-10-17T23:14:05Z,0.49,1,0
2021-10-17T23:14:12Z,NaN,2,0
2021-10-17T23:18:05Z,0.52,1,0
2021-10-17T23:18:12Z,NaN,2,0
2021-10-17T23:22:05Z,0.53,1,0
2021-10-17T23:22:12Z,NaN,2,0
2021-10-17T23:26:05Z,0.53,1,0
2021-10-17T23:26:12Z,NaN,2,0
2021-10-17T23:30:05Z,0.57,1,0
2021-10-17T23:30:12Z,NaN,2,0
2021-10-17T23:34:05Z,0.61,1,0
2021-10-17T23:34:12Z,NaN,2,0
2021-10-17T23:38:05Z,0.7,1,0
2021-10-17T23:38:12Z,NaN,2,0
2021-10-17T23:42:05Z,0.71,1,0
2021-10-17T23:42:12Z,NaN,2,0
2021-10-17T23:46:05Z,0.67,1,0
2021-10-17T23:46:12Z,NaN,2,0
2021-10-17T23:50:05Z,0.71,1,0
2021-10-17T23:50:12Z,NaN,2,0
2021-10-17T23:54:05Z,0.74,1,0
2021-10-17T23:54:12Z,NaN,2,0
2021-10-17T23:58:05Z,0.84,1,0
2021-10-17T23:58:12Z,NaN,2,0
2021-10-18T00:02:05Z,0.87,1,0
2021-10-18T00:02:12Z,NaN,2,0
2021-10-18T00:06:05Z,0.85,1,0
2021-10-18T00:06:12Z,NaN,2,0
2021-10-18T00:10:05Z,0.77,1,0
2021-10-18T00:10:12Z,NaN,2,0
2021-10-18T00:14:05Z,0.81,1,0
2021-10-18T00:14:12Z,NaN,2,0
2021-10-18T00:18:05Z,0.83,1,0
2021-10-18T00:18:12Z,NaN,2,0
2021-10-18T00:22:05Z,0.95,1,0
2021-10-18T00:22:12Z,NaN,2,0
2021-10-18T00:26:05Z,1.16,1,0
2021-10-18T00:26:12Z,NaN,2,0
2021-10-18T00:30:05Z,1.12,1,0
2021-10-18T00:30:12Z,NaN,2,0
2021-10-18T00:34:05Z,1.05,1,0
2021-10-18T00:34:12Z,NaN,2,0
2021-10-18T00:38:05Z,1.06,1,0
2021-10-18T00:38:12Z,NaN,2,0
2021-10-18T00:42:05Z,1.07,1,0
2021-10-18T00:42:12Z,NaN,2,0
2021-10-18T00:46:05Z,1.02,1,0
2021-10-18T00:46:12Z,NaN,2,0
2021-10-18T00:50:05Z,1.03,1,0
2021-10-18T00:50:12Z,NaN,2,0
2021-10-18T00:54:05Z,1.09,1,0
2021-10-18T00:54:12Z,NaN,2,0
2021-10-18T00:58:05Z,1.2,1,0
2021-10-18T00:58:12Z,NaN,2,0
2021-10-18T01:02:05Z,1.16,1,0
2021-10-18T01:02:12Z,NaN,2,0
2021-10-18T01:06:05Z,1.19,1,0
2021-10-18T01:06:12Z,NaN,2,0
2021-10-18T01:10:05Z,1.29,1,0
2021-10-18T01:10:12Z,NaN,2,0
2021-10-18T01:14:05Z,1.24,1,0
2021-10-18T01:14:12Z,NaN,2,0
2021-10-18T01:18:05Z,1.39,1,0
2021-10-18T01:18:12Z,NaN,2,0
2021-10-18T01:22:05Z,1.38,1,0
2021-10-18T01:22:12Z,NaN,2,0
2021-10-18T01:26:05Z,1.33,1,0
2021-10-18T01:26:12Z,NaN,2,0
2021-10-18T01:30:05Z,1.39,1,0
2021-10-18T01:30:12Z,NaN,2,0
2021-10-18T01:34:05Z,1.39,1,0
2021-10-18T01:34:12Z,NaN,2,0
2021-10-18T01:38:05Z,1.41,1,0
2021-10-18T01:38:12Z,NaN,2,0
2021-10-18T01:42:05Z,1.72,1,0
2021-10-18T01:42:12Z,NaN,2,0
2021-10-18T01:46:05Z,1.7,1,0
2021-10-18T01:46:12Z,NaN,2,0
2021-10-18T01:50:05Z,1.88,1,0
2021-10-18T01:50:12Z,NaN,2,0
2021-10-18T01:54:05Z,1.68,1,0
2021-10-18T01:54:12Z,NaN,2,0
2021-10-18T01:58:05Z,1.8,1,0
2021-10-18T01:58:12Z,NaN,2,0
2021-10-18T02:02:05Z,1.75,1,0
2021-10-18T02:02:12Z,NaN,2,0
2021-10-18T02:06:05Z,1.72,1,0
2021-10-18T02:06:12Z,NaN,2,0
2021-10-18T02:10:05Z,1.7,1,0
2021-10-18T02:10:12Z,NaN,2,0
2021-10-18T02:14:05Z,1.77,1,0
2021-10-18T02:14:12Z,NaN,2,0
2021-10-18T02:18:05Z,1.77,1,0
2021-10-18T02:18:12Z,NaN,2,0
2021-10-18T02:22:05Z,1.93,1,0
2021-10-18T02:22:12Z,NaN,2,0
2021-10-18T02:26:05Z,1.9,1,0
2021-10-18T02:26:12Z,NaN,2,0
2021-10-18T02:30:05Z,1.79,1,0
2021-10-18T02:30:12Z,NaN,2,0
2021-10-18T02:34:05Z,1.88,1,0
2021-10-18T02:34:12Z,NaN,2,0
2021-10-18T02:38:05Z,1.96,1,0
2021-10-18T02:38:12Z,NaN,2,0
2021-10-18T02:42:05Z,2.01,1,0
2021-10-18T02:42:12Z,NaN,2,0
2021-10-18T02:46:05Z,1.84,1,0
2021-10-18T02:46:12Z,NaN,2,0
2021-10-18T02:50:05Z,1.86,1,0
2021-10-18T02:50:12Z,NaN,2,0
2021-10-18T02:54:05Z,1.95,1,0
2021-10-18T02:54:12Z,NaN,2,0
2021-10-18T02:58:05Z,1.88,1,0
2021-10-18T02:58:12Z,NaN,2,0
2021-10-18T03:02:05Z,1.81,1,0
2021-10-18T03:02:12Z,NaN,2,0
2021-10-18T03:06:05Z,1.82,1,0
2021-10-18T03:06:12Z,NaN,2,0
2021-10-18T03:10:05Z,1.8,1,0
2021-10-18T03:10:12Z,NaN,2,0
2021-10-18T03:14:05Z,1.72,1,0
2021-10-18T03:14:12Z,NaN,2,0
2021-10-18T03:18:05Z,1.72,1,0
2021-10-18T03:18:12Z,NaN,2,0
2021-10-18T03:22:05Z,1.54,1,0
2021-10-18T03:22:12Z,NaN,2,0
2021-10-18T03:26:05Z,1.55,1,0
2021-10-18T03:26:12Z,NaN,2,0
2021-10-18T03:30:05Z,1.53,1,0
2021-10-18T03:30:12Z,NaN,2,0
2021-10-18T03:34:05Z,1.46,1,0
2021-10-18T03:34:12Z,NaN,2,0
2021-10-18T03:38:05Z,1.48,1,0
2021-10-18T03:38:12Z,NaN,2,0
2021-10-18T03:42:05Z,1.4,1,0
2021-10-18T03:42:12Z,NaN,2,0
2021-10-18T03:46:05Z,1.43,1,0
2021-10-18T03:46:12Z,NaN,2,0
2021-10-18T03:50:05Z,1.4,1,0
2021-10-18T03:50:12Z,NaN,2,0
2021-10-18T03:54:05Z,1.59,1,0
2021-10-18T03:54:12Z,NaN,2,0
2021-10-18T03:58:05Z,1.64,1,0
2021-10-18T03:58:12Z,NaN,2,0
2021-10-18T04:02:05Z,1.55,1,0
2021-10-18T04:02:12Z,NaN,2,0
2021-10-18T04:06:05Z,1.57,1,0
2021-10-18T04:06:12Z,NaN,2,0
2021-10-18T04:10:05Z,1.64,1,0
2021-10-18T04:10:12Z,NaN,2,0
2021-10-18T04:14:05Z,1.44,1,0
2021-10-18T04:14:12Z,NaN,2,0
2021-10-18T04:18:05Z,1.36,1,0
2021-10-18T04:18:12Z,NaN,2,0
2021-10-18T04:22:05Z,1.33,1,0
2021-10-18T04:22:12Z,NaN,2,0
2021-10-18T04:26:05Z,1.16,1,0
2021-10-18T04:26:12Z,NaN,2,0
2021-10-18T04:30:05Z,1.27,1,0
2021-10-18T04:30:12Z,NaN,2,0
2021-10-18T04:34:05Z,1.21,1,0
2021-10-18T04:34:12Z,NaN,2,0
2021-10-18T04:38:05Z,1.33,1,0
2021-10-18T04:38:12Z,NaN,2,0
2021-10-18T04:42:05Z,1.32,1,0
2021-10-18T04:42:12Z,NaN,2,0
2021-10-18T04:46:05Z,1.21,1,0
2021-10-18T04:46:12Z,NaN,2,0
2021-10-18T04:50:05Z,1.28,1,0
2021-10-18T04:50:12Z,NaN,2,0
2021-10-18T04:54:05Z,1.32,1,0
2021-10-18T04:54:12Z,NaN,2,0
2021-10-18T04:58:05Z,1.36,1,0
2021-10-18T04:58:12Z,NaN,2,0
2021-10-18T05:02:05Z,1.3,1,0
2021-10-18T05:02:12Z,NaN,2,0
2021-10-18T05:06:05Z,1.31,1,0
2021-10-18T05:06:12Z,NaN,2,0
2021-10-18T05:10:05Z,1.09,1,0
2021-10-18T05:10:12Z,NaN,2,0
2021-10-18T05:14:05Z,0.94,1,0
2021-10-18T05:14:12Z,NaN,2,0
2021-10-18T05:18:05Z,0.88,1,0
2021-10-18T05:18:12Z,NaN,2,0
2021-10-18T05:22:05Z,1,1,0
2021-10-18T05:22:12Z,NaN,2,0
2021-10-18T05:26:05Z,1,1,0
2021-10-18T05:26:12Z,NaN,2,0
2021-10-18T05:30:05Z,1.1,1,0
2021-10-18T05:30:12Z,NaN,2,0
2021-10-18T05:34:05Z,0.93,1,0
2021-10-18T05:34:12Z,NaN,2,0
2021-10-18T05:38:05Z,0.95,1,0
2021-10-18T05:38:12Z,NaN,2,0
2021-10-18T05:42:05Z,1.08,1,0
2021-10-18T05:42:12Z,NaN,2,0
2021-10-18T05:46:05Z,1.26,1,0
2021-10-18T05:46:12Z,NaN,2,0
2021-10-18T05:50:05Z,1.23,1,0
2021-10-18T05:50:12Z,NaN,2,0
2021-10-18T05:54:05Z,1.09,1,0
2021-10-18T05:54:12Z,NaN,2,0
2021-10-18T05:58:05Z,1.13,1,0
2021-10-18T05:58:12Z,NaN,2,0
2021-10-18T06:02:05Z,1.08,1,0
2021-10-18T06:02:12Z,NaN,2,0
2021-10-18T06:06:05Z,0.85,1,0
2021-10-18T06:06:12Z,NaN,2,0
2021-10-18T06:10:05Z,0.95,1,0
2021-10-18T06:10:12Z,NaN,2,0
2021-10-18T06:14:05Z,1.08,1,0
2021-10-18T06:14:12Z,NaN,2,0
2021-10-18T06:18:05Z,1.18,1,0
2021-10-18T06:18:12Z,NaN,2,0
2021-10-18T06:22:05Z,1.1,1,0
2021-10-18T06:22:12Z,NaN,2,0
2021-10-18T06:26:05Z,1.15,1,0
2021-10-18T06:26:12Z,NaN,2,0
2021-10-18T06:30:05Z,1,1,0
2021-10-18T06:30:12Z,NaN,2,0
2021-10-18T06:34:05Z,1.08,1,0
2021-10-18T06:34:12Z,NaN,2,0
2021-10-18T06:38:05Z,1.09,1,0
2021-10-18T06:38:12Z,NaN,2,0
2021-10-18T06:42:05Z,1.16,1,0
2021-10-18T06:42:12Z,NaN,2,0
2021-10-18T06:46:05Z,1.15,1,0
2021-10-18T06:46:12Z,NaN,2,0
2021-10-18T06:50:05Z,1.34,1,0
2021-10-18T06:50:12Z,NaN,2,0
2021-10-18T06:54:05Z,1.21,1,0
2021-10-18T06:54:12Z,NaN,2,0
2021-10-18T06:58:05Z,1.23,1,0
2021-10-18T06:58:12Z,NaN,2,0
2021-10-18T07:02:05Z,1.28,1,0
2021-10-18T07:02:12Z,NaN,2,0
2021-10-18T07:06:05Z,1.24,1,0
2021-10-18T07:06:12Z,NaN,2,0
2021-10-18T07:10:05Z,1.27,1,0
2021-10-18T07:10:12Z,NaN,2,0
2021-10-18T07:14:05Z,1.2,1,0
2021-10-18T07:14:12Z,NaN,2,0
2021-10-18T07:18:05Z,1.41,1,0
2021-10-18T07:18:12Z,NaN,2,0
2021-10-18T07:22:05Z,1.26,1,0
2021-10-18T07:22:12Z,NaN,2,0
2021-10-18T07:26:05Z,1.23,1,0
2021-10-18T07:26:12Z,NaN,2,0
2021-10-18T07:30:05Z,1.24,1,0
2021-10-18T07:30:12Z,NaN,2,0
2021-10-18T07:34:05Z,1.22,1,0
2021-10-18T07:34:12Z,NaN,2,0
2021-10-18T07:38:05Z,1.2,1,0
2021-10-18T07:38:12Z,NaN,2,0
2021-10-18T07:42:05Z,1.21,1,0
2021-10-18T07:42:12Z,NaN,2,0
2021-10-18T07:46:05Z,1.23,1,0
2021-10-18T07:46:12Z,NaN,2,0
2021-10-18T07:50:05Z,1.3,1,0
2021-10-18T07:50:12Z,NaN,2,0
2021-10-18T07:54:05Z,1.24,1,0
2021-10-18T07:54:12Z,NaN,2,0
2021-10-18T07:58:05Z,1.12,1,0
2021-10-18T07:58:12Z,NaN,2,0
2021-10-18T08:02:05Z,1.13,1,0
2021-10-18T08:02:12Z,NaN,2,0
2021-10-18T08:06:05Z,1.22,1,0
2021-10-18T08:06:12Z,NaN,2,0
2021-10-18T08:10:05Z,1.28,1,0
2021-10-18T08:10:12Z,NaN,2,0
2021-10-18T08:14:05Z,1.22,1,0
2021-10-18T08:14:12Z,NaN,2,0
2021-10-18T08:18:05Z,1.18,1,0
2021-10-18T08:18:12Z,NaN,2,0
2021-10-18T08:22:05Z,1.25,1,0
2021-10-18T08:22:12Z,NaN,2,0
2021-10-18T08:26:05Z,1.24,1,0
2021-10-18T08:26:12Z,NaN,2,0
2021-10-18T08:30:05Z,1.25,1,0
2021-10-18T08:30:12Z,NaN,2,0
2021-10-18T08:34:05Z,1.18,1,0
2021-10-18T08:34:12Z,NaN,2,0
2021-10-18T08:38:05Z,1.09,1,0
2021-10-18T08:38:12Z,NaN,2,0
2021-10-18T08:42:05Z,1.15,1,0
2021-10-18T08:42:12Z,NaN,2,0
2021-10-18T08:46:05Z,1.18,1,0
2021-10-18T08:46:12Z,NaN,2,0
2021-10-18T08:50:05Z,1.1,1,0
2021-10-18T08:50:12Z,NaN,2,0
2021-10-18T08:54:05Z,1.21,1,0
2021-10-18T08:54:12Z,NaN,2,0
2021-10-18T08:58:05Z,1.11,1,0
2021-10-18T08:58:12Z,NaN,2,0
2021-10-18T09:02:05Z,1.05,1,0
2021-10-18T09:02:12Z,NaN,2,0
2021-10-18T09:06:05Z,1.06,1,0
2021-10-18T09:06:12Z,NaN,2,0
2021-10-18T09:10:05Z,0.98,1,0
2021-10-18T09:10:12Z,NaN,2,0
2021-10-18T09:14:05Z,0.98,1,0
2021-10-18T09:14:12Z,NaN,2,0
2021-10-18T09:18:05Z,0.9,1,0
2021-10-18T09:18:12Z,NaN,2,0
2021-10-18T09:22:05Z,0.94,1,0
2021-10-18T09:22:12Z,NaN,2,0
2021-10-18T09:26:05Z,0.84,1,0
2021-10-18T09:26:12Z,NaN,2,0
2021-10-18T09:30:05Z,0.89,1,0
2021-10-18T09:30:12Z,NaN,2,0
2021-10-18T09:34:05Z,0.88,1,0
2021-10-18T09:34:12Z,NaN,2,0
2021-10-18T09:38:05Z,0.86,1,0
2021-10-18T09:38:12Z,NaN,2,0
2021-10-18T09:42:05Z,0.85,1,0
2021-10-18T09:42:12Z,NaN,2,0
2021-10-18T09:46:05Z,0.96,1,0
2021-10-18T09:46:12Z,NaN,2,0
2021-10-18T09:50:05Z,0.89,1,0
2021-10-18T09:50:12Z,NaN,2,0
2021-10-18T09:54:05Z,0.84,1,0
2021-10-18T09:54:12Z,NaN,2,0
2021-10-18T09:58:05Z,0.88,1,0
2021-10-18T09:58:12Z,NaN,2,0
2021-10-18T10:02:05Z,0.82,1,0
2021-10-18T10:02:12Z,NaN,2,0
2021-10-18T10:06:05Z,0.92,1,0
2021-10-18T10:06:12Z,NaN,2,0
2021-10-18T10:10:05Z,0.84,1,0
2021-10-18T10:10:12Z,NaN,2,0
2021-10-18T10:14:05Z,0.86,1,0
2021-10-18T10:14:12Z,NaN,2,0
2021-10-18T10:18:05Z,0.86,1,0
2021-10-18T10:18:12Z,NaN,2,0
2021-10-18T10:22:05Z,0.84,1,0
2021-10-18T10:22:12Z,NaN,2,0
2021-10-18T10:26:05Z,0.77,1,0
2021-10-18T10:26:12Z,NaN,2,0
2021-10-18T10:30:05Z,0.86,1,0
2021-10-18T10:30:12Z,NaN,2,0
2021-10-18T10:34:05Z,0.82,1,0
2021-10-18T10:34:12Z,NaN,2,0
2021-10-18T10:38:05Z,0.83,1,0
2021-10-18T10:38:12Z,NaN,2,0
2021-10-18T10:42:05Z,0.86,1,0
2021-10-18T10:42:12Z,NaN,2,0
2021-10-18T10:46:05Z,0.81,1,0
2021-10-18T10:46:12Z,NaN,2,0
2021-10-18T10:50:05Z,0.81,1,0
2021-10-18T10:50:12Z,NaN,2,0
2021-10-18T10:54:05Z,0.85,1,0
2021-10-18T10:54:12Z,NaN,2,0
2021-10-18T10:58:05Z,0.82,1,0
2021-10-18T10:58:12Z,NaN,2,0
2021-10-18T11:02:05Z,0.81,1,0
2021-10-18T11:02:12Z,NaN,2,0
2021-10-18T11:06:05Z,0.74,1,0
2021-10-18T11:06:12Z,NaN,2,0
2021-10-18T11:10:05Z,0.75,1,0
2021-10-18T11:10:12Z,NaN,2,0
2021-10-18T11:14:05Z,0.81,1,0
2021-10-18T11:14:12Z,NaN,2,0
2021-10-18T11:18:05Z,0.78,1,0
2021-10-18T11:18:12Z,NaN,2,0
2021-10-18T11:22:05Z,0.8,1,0
2021-10-18T11:22:12Z,NaN,2,0
2021-10-18T11:26:05Z,0.77,1,0
2021-10-18T11:26:12Z,NaN,2,0
2021-10-18T11:30:05Z,0.72,1,0
2021-10-18T11:30:12Z,NaN,2,0
2021-10-18T11:34:05Z,0.72,1,0
2021-10-18T11:34:12Z,NaN,2,0
2021-10-18T11:38:05Z,0.75,1,0
2021-10-18T11:38:12Z,NaN,2,0
2021-10-18T11:42:05Z,0.79,1,0
2021-10-18T11:42:12Z,NaN,2,0
2021-10-18T11:46:05Z,0.73,1,0
2021-10-18T11:46:12Z,NaN,2,0
2021-10-18T11:50:05Z,0.84,1,0
2021-10-18T11:50:12Z,NaN,2,0
2021-10-18T11:54:05Z,0.76,1,0
2021-10-18T11:54:12Z,NaN,2,0
2021-10-18T11:58:05Z,0.78,1,0
2021-10-18T11:58:12Z,NaN,2,0
2021-10-18T12:02:05Z,0.77,1,0
2021-10-18T12:02:12Z,NaN,2,0
2021-10-18T12:06:05Z,0.74,1,0
2021-10-18T12:06:12Z,NaN,2,0
2021-10-18T12:10:05Z,0.76,1,0
2021-10-18T12:10:12Z,NaN,2,0
2021-10-18T12:14:05Z,0.78,1,0
2021-10-18T12:14:12Z,NaN,2,0
2021-10-18T12:18:05Z,0.73,1,0
2021-10-18T12:18:12Z,NaN,2,0
2021-10-18T12:22:05Z,0.65,1,0
2021-10-18T12:22:12Z,NaN,2,0
2021-10-18T12:26:05Z,0.69,1,0
2021-10-18T12:26:12Z,NaN,2,0
2021-10-18T12:30:05Z,0.73,1,0
2021-10-18T12:30:12Z,NaN,2,0
2021-10-18T12:34:05Z,0.75,1,0
2021-10-18T12:34:12Z,NaN,2,0
2021-10-18T12:38:05Z,0.69,1,0
2021-10-18T12:38:12Z,NaN,2,0
2021-10-18T12:42:05Z,0.75,1,0
2021-10-18T12:42:12Z,NaN,2,0
2021-10-18T12:46:05Z,0.73,1,0
2021-10-18T12:46:12Z,NaN,2,0
2021-10-18T12:50:05Z,0.74,1,0
2021-10-18T12:50:12Z,NaN,2,0
2021-10-18T12:54:05Z,0.68,1,0
2021-10-18T12:54:12Z,NaN,2,0
2021-10-18T12:58:05Z,0.62,1,0
2021-10-18T12:58:12Z,NaN,2,0
2021-10-18T13:02:05Z,0.65,1,0
2021-10-18T13:02:12Z,NaN,2,0
2021-10-18T13:06:05Z,0.61,1,0
2021-10-18T13:06:12Z,NaN,2,0
2021-10-18T13:10:05Z,0.68,1,0
2021-10-18T13:10:12Z,NaN,2,0
2021-10-18T13:14:05Z,0.7,1,0
2021-10-18T13:14:12Z,NaN,2,0
2021-10-18T13:18:05Z,0.7,1,0
2021-10-18T13:18:12Z,NaN,2,0
2021-10-18T13:22:05Z,0.72,1,0
2021-10-18T13:22:12Z,NaN,2,0
2021-10-18T13:26:05Z,0.76,1,0
2021-10-18T13:26:12Z,NaN,2,0
2021-10-18T13:30:05Z,0.62,1,0
2021-10-18T13:30:12Z,NaN,2,0
2021-10-18T13:34:05Z,0.66,1,0
2021-10-18T13:34:12Z,NaN,2,0
2021-10-18T13:38:05Z,0.73,1,0
2021-10-18T13:38:12Z,NaN,2,0
2021-10-18T13:42:05Z,0.7,1,0
2021-10-18T13:42:12Z,NaN,2,0
2021-10-18T13:46:05Z,0.74,1,0
2021-10-18T13:46:12Z,NaN,2,0
2021-10-18T13:50:05Z,0.71,1,0
2021-10-18T13:50:12Z,NaN,2,0
2021-10-18T13:54:05Z,0.74,1,0
2021-10-18T13:54:12Z,NaN,2,0
2021-10-18T13:58:05Z,0.73,1,0
2021-10-18T13:58:12Z,NaN,2,0
2021-10-18T14:02:05Z,0.69,1,0
2021-10-18T14:02:12Z,NaN,2,0
2021-10-18T14:06:05Z,0.68,1,0
2021-10-18T14:06:12Z,NaN,2,0
2021-10-18T14:10:05Z,0.76,1,0
2021-10-18T14:10:12Z,NaN,2,0
2021-10-18T14:14:05Z,0.8,1,0
2021-10-18T14:14:12Z,NaN,2,0
2021-10-18T14:18:05Z,0.77,1,0
2021-10-18T14:18:12Z,NaN,2,0
2021-10-18T14:22:05Z,0.84,1,0
2021-10-18T14:22:12Z,NaN,2,0
2021-10-18T14:26:05Z,0.77,1,0
2021-10-18T14:26:12Z,NaN,2,0
2021-10-18T14:30:05Z,0.73,1,0
2021-10-18T14:30:12Z,NaN,2,0
2021-10-18T14:34:05Z,0.85,1,0
2021-10-18T14:34:12Z,NaN,2,0
2021-10-18T14:38:05Z,0.8,1,0
2021-10-18T14:38:12Z,NaN,2,0
2021-10-18T14:42:05Z,0.82,1,0
2021-10-18T14:42:12Z,NaN,2,0
2021-10-18T14:46:05Z,0.78,1,0
2021-10-18T14:46:12Z,NaN,2,0
2021-10-18T14:50:05Z,0.79,1,0
2021-10-18T14:50:12Z,NaN,2,0
2021-10-18T14:54:05Z,0.83,1,0
2021-10-18T14:54:12Z,NaN,2,0
2021-10-18T14:58:05Z,0.74,1,0
2021-10-18T14:58:12Z,NaN,2,0
2021-10-18T15:02:05Z,0.8,1,0
2021-10-18T15:02:12Z,NaN,2,0
2021-10-18T15:06:05Z,0.76,1,0
2021-10-18T15:06:12Z,NaN,2,0
2021-10-18T15:10:05Z,0.76,1,0
2021-10-18T15:10:12Z,NaN,2,0
2021-10-18T15:14:05Z,0.72,1,0
2021-10-18T15:14:12Z,NaN,2,0
2021-10-18T15:18:05Z,0.74,1,0
2021-10-18T15:18:12Z,NaN,2,0
2021-10-18T15:22:05Z,0.72,1,0
2021-10-18T15:22:12Z,NaN,2,0
2021-10-18T15:26:05Z,0.74,1,0
2021-10-18T15:26:12Z,NaN,2,0
2021-10-18T15:30:05Z,0.7,1,0
2021-10-18T15:30:12Z,NaN,2,0
2021-10-18T15:34:05Z,0.74,1,0
2021-10-18T15:34:12Z,NaN,2,0
2021-10-18T15:38:05Z,0.75,1,0
2021-10-18T15:38:12Z,NaN,2,0
2021-10-18T15:42:05Z,0.75,1,0
2021-10-18T15:42:12Z,NaN,2,0
2021-10-18T15:46:05Z,0.74,1,0
2021-10-18T15:46:12Z,NaN,2,0
2021-10-18T15:50:05Z,0.75,1,0
2021-10-18T15:50:12Z,NaN,2,0
2021-10-18T15:54:05Z,0.74,1,0
2021-10-18T15:54:12Z,NaN,2,0
2021-10-18T15:58:05Z,0.74,1,0
2021-10-18T15:58:12Z,NaN,2,0
2021-10-18T16:02:05Z,0.8,1,0
2021-10-18T16:02:12Z,NaN,2,0
2021-10-18T16:06:05Z,0.67,1,0
2021-10-18T16:06:12Z,NaN,2,0
2021-10-18T16:10:05Z,0.67,1,0
2021-10-18T16:10:12Z,NaN,2,0
2021-10-18T16:14:05Z,0.68,1,0
2021-10-18T16:14:12Z,NaN,2,0
2021-10-18T16:18:05Z,0.69,1,0
2021-10-18T16:18:12Z,NaN,2,0
2021-10-18T16:22:05Z,0.66,1,0
2021-10-18T16:22:12Z,NaN,2,0
2021-10-18T16:26:05Z,0.62,1,0
2021-10-18T16:26:12Z,NaN,2,0
2021-10-18T16:30:05Z,0.64,1,0
2021-10-18T16:30:12Z,NaN,2,0
2021-10-18T16:34:05Z,0.69,1,0
2021-10-18T16:34:12Z,NaN,2,0
2021-10-18T16:38:05Z,0.63,1,0
2021-10-18T16:38:12Z,NaN,2,0
2021-10-18T16:42:05Z,0.57,1,0
2021-10-18T16:42:12Z,NaN,2,0
2021-10-18T16:46:05Z,0.53,1,0
2021-10-18T16:46:12Z,NaN,2,0
2021-10-18T16:50:05Z,0.51,1,0
2021-10-18T16:50:12Z,NaN,2,0
2021-10-18T16:54:05Z,0.48,1,0
2021-10-18T16:54:12Z,NaN,2,0
2021-10-18T16:58:05Z,0.52,1,0
2021-10-18T16:58:12Z,NaN,2,0
2021-10-18T17:02:05Z,0.5,1,0
2021-10-18T17:02:12Z,NaN,2,0
2021-10-18T17:06:05Z,0.59,1,0
2021-10-18T17:06:12Z,NaN,2,0
2021-10-18T17:10:05Z,0.64,1,0
2021-10-18T17:10:12Z,NaN,2,0
2021-10-18T17:14:05Z,0.74,1,0
2021-10-18T17:14:12Z,NaN,2,0
2021-10-18T17:18:05Z,0.75,1,0
2021-10-18T17:18:12Z,NaN,2,0
2021-10-18T17:22:05Z,0.79,1,0
2021-10-18T17:22:12Z,NaN,2,0
2021-10-18T17:26:05Z,0.83,1,0
2021-10-18T17:26:12Z,NaN,2,0
2021-10-18T17:30:05Z,0.81,1,0
2021-10-18T17:30:12Z,NaN,2,0
2021-10-18T17:34:05Z,0.77,1,0
2021-10-18T17:34:12Z,NaN,2,0
2021-10-18T17:38:05Z,0.76,1,0
2021-10-18T17:38:12Z,NaN,2,0
2021-10-18T17:42:05Z,0.73,1,0
